trial_id,participant_id,age,gender,height_cm,weight_kg,surface,shoes,false_start,total_time_sec,performance_band,timestamp_ms,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
28,128,16,M,153,87,outdoor,yes,0,8.36,high,0,0.026526048374151373,1.1395322288801968,-0.04327856050547979,0.015565721363682615,0.3288752820982097,-0.008798011021678084
28,128,16,M,153,87,outdoor,yes,0,8.36,high,33,-0.09010751544210496,-0.7629129266474557,0.628491792907417,0.11858135680282585,-0.054923575761509004,0.033850877392379686
28,128,16,M,153,87,outdoor,yes,0,8.36,high,66,0.136118884388956,0.8453222943656902,-0.12876811564169965,-0.20444816717338077,-0.2578960382119367,-0.0393496724149255
28,128,16,M,153,87,outdoor,yes,0,8.36,high,99,-0.277733279530346,-1.032181230446261,-0.4341889075453962,0.1543415596972834,0.09892873772633859,0.043754020509522144
28,128,16,M,153,87,outdoor,yes,0,8.36,high,132,0.3396820066443151,0.8365784075147047,0.08466704102342663,0.006555725422467844,0.33725574519604784,-0.07187223492754564
28,128,16,M,153,87,outdoor,yes,0,8.36,high,165,-0.6871883312696178,-0.6956492849718513,0.42523414256187214,-0.19677175786304874,-0.1088984537625978,0.08591260748695514
28,128,16,M,153,87,outdoor,yes,0,8.36,high,198,0.8423042431910226,0.7167248303746946,-0.38548010446359754,0.21550144265150087,-0.33744650000202947,-0.08183072189694282
28,128,16,M,153,87,outdoor,yes,0,8.36,high,231,-0.9663936873093598,-0.5649617452769289,-0.36231530295116304,-0.09446680865191463,0.16509371776859005,0.08261341337849562
28,128,16,M,153,87,outdoor,yes,0,8.36,high,264,0.9426778603427091,0.32133792887326507,0.32554074591026383,-0.11179288839508884,0.23784480980695488,-0.09561856495376476
28,128,16,M,153,87,outdoor,yes,0,8.36,high,297,-0.9700992294254431,-0.10014580645644203,0.2724527758899607,0.18277532958286918,-0.1621474806062259,0.11045582189289392
28,128,16,M,153,87,outdoor,yes,0,8.36,high,330,0.9128879110191075,-0.0016388178381230734,-0.4177035736157455,-0.19058912568386438,-0.24831962668237356,-0.09285849519741753
28,128,16,M,153,87,outdoor,yes,0,8.36,high,363,-1.2562571412174808,0.13038584415254728,-0.42114584474416,0.03786242880106326,0.30264185741017835,0.10362297343060521
28,128,16,M,153,87,outdoor,yes,0,8.36,high,396,0.8980145725451739,-0.3288157116264299,0.39044199323836815,0.1511006532126477,0.1809547255640002,-0.07175425609984387
28,128,16,M,153,87,outdoor,yes,0,8.36,high,429,-0.6952858831218288,0.7790513938189254,0.239436790524791,-0.23231206976444974,-0.21168655256597607,0.06634533138438789
28,128,16,M,153,87,outdoor,yes,0,8.36,high,462,0.6920697008027652,-0.7724580179213694,-0.3951172891140915,0.14653943433962313,-0.1841720520227081,-0.06242995811606875
28,128,16,M,153,87,outdoor,yes,0,8.36,high,495,-0.7487055557647291,0.9493661906597306,-0.19342399778081348,-0.014764328283739057,0.27220417111437295,0.04610107177496312
28,128,16,M,153,87,outdoor,yes,0,8.36,high,528,0.5209429753923397,-0.870732363514395,0.5634384219042055,-0.16629718074783428,0.14635431711506738,-0.04670341372493574
28,128,16,M,153,87,outdoor,yes,0,8.36,high,561,-0.4836031527841475,0.7867068204463233,0.047475560738403935,0.22414010181315477,-0.3167958781629672,0.02385931571310204
28,128,16,M,153,87,outdoor,yes,0,8.36,high,594,0.13267052694008266,-1.065785760285852,-0.5116958916860214,-0.15128551161966114,-0.08290650964374319,-0.015921595446219378
