trial_id,participant_id,age,gender,height_cm,weight_kg,surface,shoes,false_start,total_time_sec,performance_band,timestamp_ms,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
24,124,27,M,166,86,outdoor,yes,0,15.08,high,0,0.05917383069255336,1.0068295526646922,0.12069526549083605,-0.0044162801265451345,0.2885012077665378,0.0016500938452118895
24,124,27,M,166,86,outdoor,yes,0,15.08,high,33,-0.13991887156652297,-1.1415158779564636,0.476537422775371,0.16162832131803367,0.02947739187372991,0.005221178212358901
24,124,27,M,166,86,outdoor,yes,0,15.08,high,66,0.22284996776321342,1.055378403239313,-0.05686916863488284,-0.19889773677970024,-0.3179710608057009,-0.0337695097345954
24,124,27,M,166,86,outdoor,yes,0,15.08,high,99,-0.47435009524985267,-0.8418657786270659,-0.546994445761752,0.11920177392196696,0.07426685579112181,0.043353868147389334
24,124,27,M,166,86,outdoor,yes,0,15.08,high,132,0.7141879200830326,0.9886374675981772,0.12654556680107354,0.039183077734436696,0.2991622142345691,-0.06542119065930493
24,124,27,M,166,86,outdoor,yes,0,15.08,high,165,-0.6473622474209726,-0.6632751553916958,0.47643142649011144,-0.17079015064996403,-0.11630787917332902,0.0625040243491555
24,124,27,M,166,86,outdoor,yes,0,15.08,high,198,0.9241735005424474,0.7699804468473609,-0.1570463926964833,0.16120934591302044,-0.2663262794865487,-0.07257569955903762
24,124,27,M,166,86,outdoor,yes,0,15.08,high,231,-0.8011643527954976,-0.5423400627498296,-0.5023221835487497,-0.1081788411160074,0.13152841098659548,0.10409039406496687
24,124,27,M,166,86,outdoor,yes,0,15.08,high,264,0.8973303213543965,0.2384053078008293,0.3151106893128342,-0.039250101150652715,0.2619438492474889,-0.08492679600480212
24,124,27,M,166,86,outdoor,yes,0,15.08,high,297,-1.1454127221298367,-0.11537453866830452,0.32123984963273267,0.19601894002526837,-0.1914123638207696,0.10035778715292887
24,124,27,M,166,86,outdoor,yes,0,15.08,high,330,1.0846372718164958,-0.025848229429006123,-0.37042812016191473,-0.14299227644520063,-0.20989143576340577,-0.10206236324506186
24,124,27,M,166,86,outdoor,yes,0,15.08,high,363,-1.002290572229888,0.18536282463115653,-0.3502863566842632,0.03701815871822696,0.1725179682638837,0.09807126014495807
24,124,27,M,166,86,outdoor,yes,0,15.08,high,396,1.015059213494452,-0.3271029324058441,0.3689465920711628,0.1051879635237555,0.19137886925949862,-0.0846017903035323
24,124,27,M,166,86,outdoor,yes,0,15.08,high,429,-0.7429995814541598,0.448596116406438,0.26636423614613003,-0.20053916413582099,-0.2383425874895581,0.0939418284823027
24,124,27,M,166,86,outdoor,yes,0,15.08,high,462,0.7625343016713957,-0.6964635153100991,-0.49788977564664394,0.13871740913196634,-0.21645090527046615,-0.06553359724253698
24,124,27,M,166,86,outdoor,yes,0,15.08,high,495,-0.7691138991465446,0.6477268957881019,-0.34904401671646407,-0.052096579206051985,0.2974850659066029,0.05492470757069084
24,124,27,M,166,86,outdoor,yes,0,15.08,high,528,0.4683381537190953,-0.910676277427351,0.4553044031791127,-0.15451647828380957,0.08275258698990405,-0.03058658996741146
