trial_id,participant_id,age,gender,height_cm,weight_kg,surface,shoes,false_start,total_time_sec,performance_band,timestamp_ms,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
39,139,25,M,193,59,outdoor,yes,0,10.87,medium,0,-0.0663551628552172,1.1104785019918744,-0.016540432427909514,-0.005189266538035817,0.2927224286104934,-0.015436574277867345
39,139,25,M,193,59,outdoor,yes,0,10.87,medium,33,-0.021368517995001723,-0.9851665929604002,0.46891277427813277,0.1961439946822141,-0.035161818864362995,0.014321257482620201
39,139,25,M,193,59,outdoor,yes,0,10.87,medium,66,0.44240258546577316,0.8051865545390613,-0.0109296186482596,-0.2324037661593905,-0.3251219593580086,-0.03962756184534853
39,139,25,M,193,59,outdoor,yes,0,10.87,medium,99,-0.4665138925615868,-0.9055673330208764,-0.5303906792983225,0.13452826985634617,0.11489545327992651,0.03981372148655943
39,139,25,M,193,59,outdoor,yes,0,10.87,medium,132,0.6021783099258017,0.7963304575969202,0.14703360435092314,0.02748352150251617,0.2667058051925877,-0.04778305801488146
39,139,25,M,193,59,outdoor,yes,0,10.87,medium,165,-0.7902600993037884,-0.6084055734149422,0.4524218059845312,-0.1955311012486139,-0.07006394207240979,0.09349019106287326
39,139,25,M,193,59,outdoor,yes,0,10.87,medium,198,0.9647506201259245,0.7475010965810256,-0.11582627115771486,0.19708328014844192,-0.23516712354798566,-0.0930821655910594
39,139,25,M,193,59,outdoor,yes,0,10.87,medium,231,-0.9845794870389926,-0.3132908408637095,-0.36816027142134805,-0.09222911483174231,0.20150997016322003,0.10347198818069332
39,139,25,M,193,59,outdoor,yes,0,10.87,medium,264,0.9483380769799338,0.27583539992276745,0.2868464050618742,-0.08096227162639068,0.21619058788009674,-0.0915482434379531
39,139,25,M,193,59,outdoor,yes,0,10.87,medium,297,-1.0421672159220514,-0.21060017598609299,0.3383598820046662,0.17470156366385725,-0.1965898531610417,0.10352837345901521
